,newinfections,hospitalized,recovered,deceased
6038,155,438,13976,583
6059,79,513,14078,594
6080,232,427,14299,604
6101,244,270,14698,612
6122,252,269,15003,629
6143,250,269,15277,634
6164,251,247,15547,638
6185,68,247,15591,649
6206,88,232,15653,657
6227,285,225,15903,668
6248,287,212,16127,673
6269,169,198,16259,679
6290,195,198,16379,687
6311,246,190,16558,690
6332,43,201,18126,692
6353,102,199,18214,698
6374,131,189,18485,699
6395,142,174,18729,704
6416,182,166,17447,711
6437,24,172,17462,718
6458,57,174,17503,720
6479,120,173,17594,722
6500,91,158,17607,729
6521,220,190,17901,731
6542,260,185,18086,739
6563,270,186,18229,742
6584,86,200,18266,746
6605,96,210,18345,751
6626,37,222,18403,756
6647,148,230,18460,758
6668,320,230,18584,762
6689,263,230,18700,763
6710,163,232,18757,769
6731,380,232,18956,778
6752,262,245,19081,778
6773,125,257,19155,779
6794,99,247,19264,783
6815,269,235,19549,788
6836,174,235,19785,796
6857,529,232,20106,802
6878,496,228,20319,807
6899,308,228,20611,809
6920,165,244,20760,811
6941,436,242,20834,820
6962,441,248,21205,824
6983,566,254,21473,831
7004,510,251,21762,834
7025,552,243,21966,837
7046,412,251,22261,841
7067,200,267,22381,845
7088,559,255,22501,853
7109,548,249,22809,855
