,newinfections,hospitalized,recovered,deceased
16237,4942,1280,1238763,16340
16258,5136,1291,1242907,16348
16279,4717,1275,1246875,16361
16300,4565,1305,1251354,16366
16321,2909,1343,1255759,16378
16342,3330,1336,1259374,16398
16363,5472,1366,1262646,16412
16384,5069,1355,1267306,16433
16405,4748,1341,1271874,16440
16426,4656,1308,1276120,16451
16447,4569,1324,1280828,16457
16468,2916,1372,1286050,16471
16489,1751,1423,1290041,16485
16510,3432,1430,1292714,16497
16531,5930,1452,1296051,16507
16552,5486,1466,1301442,16525
16573,5009,1459,1306308,16532
16594,5190,1458,1310896,16540
16615,3403,1513,1315786,16548
16636,2158,1566,1319536,16572
16657,2972,1381,1322466,16588
