,newinfections,hospitalized,recovered,deceased
14422,7803,1303,330808,7705
14443,13231,1386,333331,7740
14464,13048,1441,334744,7765
14485,11354,1463,336529,7791
14506,10023,1472,337404,7812
14527,9292,1488,339882,7878
14548,8521,1516,341018,7915
14569,4037,1562,341967,7938
14590,8606,1559,343117,8010
14611,8133,1556,344543,8053
14632,7997,1573,346291,8087
14653,7418,1587,348261,8113
14674,7508,1573,350349,8157
14695,5394,1590,351356,8181
14716,3629,1625,352347,8214
14737,7516,1622,354282,8285
14758,7917,1615,356337,8336
14779,7369,1600,360555,8377
14800,7100,1601,366029,8424
14821,7369,1620,367968,8471
14842,6141,1610,369128,8498
14863,3328,1637,370182,8527
14884,7218,1620,371840,8573
14905,8631,1612,376776,8622
14926,6452,1607,379965,8658
14947,7057,1558,382619,8702
14968,7405,1542,387620,8780
14989,7852,1523,389669,8790
15010,3463,1539,390412,8815
15031,7248,1509,394371,8866
15052,7159,1484,403893,8923
15073,7194,1471,412282,8948
15094,5754,1439,415533,8982
15115,5945,1423,420322,9024
15136,5062,1409,444567,9036
15157,2524,1430,446337,9055
15178,6005,1431,450895,9115
15199,6766,1401,466823,9149
15220,5286,1343,474455,9185
15241,5594,1297,481300,9217
15262,5504,1288,488557,9253
15283,4468,1279,494087,9263
15304,2466,1256,497477,9281
15325,5795,1254,502103,9310
15346,5272,1215,523552,9348
15367,4776,1199,530734,9379
15388,3480,1186,534868,9395
15409,3358,1123,540517,9424
15430,3339,1121,544197,9429
15451,1606,1116,548568,9465
15472,4762,1111,552375,9498
15493,3450,1071,554719,9534
15514,4411,1034,570098,9552
15535,2434,1034,574273,9580
15556,3607,976,578687,9602
15577,4017,949,583196,9617
15598,2357,987,584580,9620
15619,7049,959,589069,9655
15640,4884,960,601678,9681
15661,5528,933,605760,9696
15682,5497,933,611140,9721
15703,5335,896,616763,9728
15724,4803,895,618881,9737
15745,2516,925,620293,9743
15766,6099,941,624212,9767
15787,6002,942,637600,9796
15808,6230,939,642060,9814
15829,5946,918,648428,9833
15850,6107,910,656823,9848
15871,4777,938,659048,9860
15892,2798,981,661097,9868
15913,6726,1005,669368,9898
15934,6481,989,676317,9918
15955,6748,983,688453,9936
15976,5495,969,696246,9954
15997,5491,964,707717,9973
16018,4346,993,712626,9987
16039,900,1019,717514,9995
16060,6628,1040,725472,10026
16081,5246,1046,733163,10057
16102,3909,1049,754428,10077
16123,4749,1032,783229,10104
16144,4952,1038,789953,10120
16165,3435,1042,793966,10137
16186,1993,1074,796767,10142
16207,5769,1058,803569,10185
16228,4566,1057,811618,10208
16249,4142,1057,841135,10223
16270,4448,1044,848374,10242
16291,4005,1038,860128,10250
16312,3548,1049,863826,10258
16333,1818,1077,868363,10263
16354,5692,1027,874132,10282
16375,3764,1003,884309,10309
16396,3747,987,890745,10328
16417,3705,1007,900327,10344
16438,4399,967,908474,10353
16459,3787,955,913092,10364
16480,1355,947,914087,10367
16501,1961,986,914556,10377
16522,7034,943,928397,10406
16543,5079,931,938350,10438
16564,5076,888,947530,10465
16585,4944,876,955737,10479
16606,4014,866,957057,10486
16627,1777,861,958591,10493
16648,1803,893,960024,10504
16669,6550,911,964728,10529
